time,open,high,low,close,volume
2004-01-30,1134.17,1134.17,1127.73,1131.13,1635000000
2004-02-02,1131.88,1142.58,1127.87,1135.26,1599200000
2004-02-03,1135.26,1137.44,1131.33,1136.03,1476900000
2004-02-04,1133.6,1133.6,1124.74,1126.52,1634800000
2004-02-05,1126.49,1131.17,1124.44,1128.59,1566600000
2004-02-06,1129.29,1142.79,1128.39,1142.76,1477600000
2004-02-09,1142.74,1144.46,1139.21,1139.81,1303500000
2004-02-10,1139.81,1147.02,1138.7,1145.54,1403900000
2004-02-11,1145.35,1158.89,1142.33,1157.76,1699300000
2004-02-12,1157.76,1157.76,1151.44,1152.11,1464300000
2004-02-13,1152.71,1156.88,1143.23,1145.81,1329200000
2004-02-17,1147.75,1158.98,1147.75,1156.99,1396500000
2004-02-18,1157.4,1157.4,1149.42,1151.82,1382400000
2004-02-19,1151.82,1158.57,1146.83,1147.06,1562800000
2004-02-20,1147.06,1149.81,1139.0,1144.11,1479600000
2004-02-23,1144.88,1146.69,1136.98,1140.99,1380400000
2004-02-24,1139.97,1144.54,1134.43,1139.09,1543600000
2004-02-25,1139.82,1145.24,1138.71,1143.67,1360700000
2004-02-26,1141.66,1147.23,1138.62,1144.91,1383900000
2004-02-27,1145.8,1151.68,1141.8,1144.94,1540400000
2004-03-01,1144.94,1157.45,1144.94,1155.97,1497100000
2004-03-02,1155.89,1156.54,1147.31,1149.1,1476000000
2004-03-03,1149.1,1152.44,1143.78,1151.03,1334500000
2004-03-04,1151.07,1154.97,1149.81,1154.87,1265800000
2004-03-05,1154.87,1163.23,1148.71,1156.86,1398200000
2004-03-08,1156.86,1159.94,1146.97,1147.2,1254400000
2004-03-09,1147.32,1147.32,1136.84,1140.57,1499400000
2004-03-10,1141.02,1141.45,1122.53,1123.9,1648400000
2004-03-11,1122.84,1125.96,1105.87,1106.79,1889900000
2004-03-12,1106.78,1120.63,1106.78,1120.6,1388500000
2004-03-15,1120.57,1120.57,1103.36,1104.43,1600600000
2004-03-16,1105.87,1113.82,1102.61,1110.7,1500700000
2004-03-17,1110.7,1125.76,1110.7,1123.78,1490100000
2004-03-18,1123.45,1125.5,1113.25,1122.31,1369200000
2004-03-19,1122.32,1122.72,1109.69,1109.74,1457400000
2004-03-22,1109.78,1109.78,1089.49,1095.44,1452300000
2004-03-23,1096.8,1101.52,1091.57,1093.9,1458200000
2004-03-24,1094.7,1098.39,1087.06,1091.32,1527800000
2004-03-25,1092.17,1110.38,1092.17,1109.28,1471700000
2004-03-26,1108.74,1115.27,1106.13,1108.03,1319100000
2004-03-29,1108.06,1124.37,1108.06,1122.47,1405500000
2004-03-30,1121.63,1127.6,1119.66,1127.0,1332400000
2004-03-31,1126.94,1130.83,1121.46,1126.21,1560700000
2004-04-01,1126.2,1135.67,1126.2,1132.17,1560700000
2004-04-02,1135.87,1144.81,1135.87,1141.8,1629200000
2004-04-05,1141.81,1150.54,1141.64,1150.54,1413700000
2004-04-06,1148.93,1148.93,1143.3,1148.17,1397700000
2004-04-07,1148.16,1148.16,1138.41,1140.51,1458800000
2004-04-08,1140.53,1148.97,1134.52,1139.33,1199800000
2004-04-12,1139.87,1147.29,1139.87,1145.22,1102400000
2004-04-13,1146.21,1147.81,1127.7,1129.42,1423200000
2004-04-14,1129.44,1132.52,1122.15,1128.17,1547700000
2004-04-15,1128.1,1134.08,1120.75,1128.84,1568700000
2004-04-16,1129.65,1136.8,1126.79,1134.57,1487800000
2004-04-19,1134.56,1136.18,1129.84,1135.84,1194900000
2004-04-20,1135.82,1139.26,1118.09,1118.09,1508500000
2004-04-21,1118.16,1125.72,1116.03,1124.12,1738100000
2004-04-22,1123.5,1142.77,1121.92,1139.95,1826700000
2004-04-23,1139.93,1141.85,1134.81,1140.6,1396100000
2004-04-26,1140.37,1145.08,1132.91,1135.48,1290600000
2004-04-27,1135.91,1146.84,1135.91,1138.15,1518000000
2004-04-28,1138.11,1138.11,1121.7,1122.41,1855600000
2004-04-29,1122.41,1128.8,1108.02,1113.88,1859000000
2004-04-30,1113.89,1119.26,1107.23,1107.24,1634700000
2004-05-03,1107.3,1118.72,1107.3,1117.56,1571600000
2004-05-04,1117.49,1127.74,1112.89,1119.51,1662100000
2004-05-05,1119.55,1125.07,1117.86,1121.58,1469000000
2004-05-06,1121.53,1121.53,1106.3,1113.96,1509300000
2004-05-07,1113.99,1117.33,1098.63,1098.69,1653600000
