Price,Close,High,Low,Open,Volume
Ticker,CSSMI.SW,CSSMI.SW,CSSMI.SW,CSSMI.SW,CSSMI.SW
Date,,,,,
2008-01-03,52.28904342651367,52.28904342651367,52.28904342651367,52.28904342651367,0
2008-01-04,51.101051330566406,51.101051330566406,51.101051330566406,51.101051330566406,0
2008-01-07,50.977149963378906,50.977149963378906,50.977149963378906,50.977149963378906,0
2008-01-08,52.27085494995117,52.27085494995117,52.27085494995117,52.27085494995117,0
2008-01-09,52.41748809814453,52.41748809814454,52.41748809814454,52.41748809814454,0
2008-01-10,52.108768463134766,52.108768463134766,52.108768463134766,52.108768463134766,0
2008-01-11,51.2840690612793,51.2840690612793,51.2840690612793,51.2840690612793,0
2008-01-14,51.494266510009766,51.494266510009766,51.494266510009766,51.494266510009766,0
2008-01-15,50.11469268798828,50.11469268798828,50.11469268798828,50.11469268798828,0
2008-01-16,49.31989288330078,49.31989288330078,49.31989288330078,49.31989288330078,0
2008-01-17,48.94549560546875,48.94549560546875,48.94549560546875,48.94549560546875,0
2008-01-18,48.341636657714844,48.341636657714844,48.341636657714844,48.341636657714844,0
2008-01-21,45.79556655883789,45.79556655883789,45.79556655883789,45.79556655883789,0
2008-01-22,47.056427001953125,47.056427001953125,47.056427001953125,47.056427001953125,0
2008-01-23,46.2283821105957,46.2283821105957,46.2283821105957,46.2283821105957,0
2008-01-24,48.33145523071289,48.33145523071289,48.33145523071289,48.33145523071289,0
2008-01-25,48.30519104003906,48.30519104003906,48.30519104003906,48.30519104003906,0
2008-01-28,47.64319610595703,47.64319610595703,47.64319610595703,47.64319610595703,0
2008-01-29,48.413185119628906,48.413185119628906,48.413185119628906,48.413185119628906,0
2008-01-30,48.20785903930664,48.20785903930664,48.20785903930664,48.20785903930664,0
2008-01-31,48.19878005981445,48.19878005981445,48.19878005981445,48.19878005981445,0
2008-02-01,49.11176681518555,49.11176681518555,49.11176681518555,49.11176681518555,0
2008-02-04,48.707374572753906,48.707374572753906,48.707374572753906,48.707374572753906,0
